Chicken_0	1	2379	47722947
Chicken_1	1	47762376	51985118
Chicken_2	1	52602715	74563265
Chicken_3	1	74651846	75179025
Chicken_4	1	75224926	77861424
Chicken_5	1	77955549	115358642
Chicken_6	1	117287575	119811748
Chicken_7	1	119835501	121427869
Chicken_8	1	121469882	169666484
Chicken_9	1	169687936	174734901
Chicken_10	1	175045977	176649882
Chicken_11	1	176655870	195254225
Chicken_12	2	13984	20007850
Chicken_13	2	20165199	42466455
Chicken_14	2	42838884	52415816
Chicken_15	2	52715521	97086315
Chicken_16	2	97123922	124078128
Chicken_17	2	124131275	146571947
Chicken_18	2	148020232	148760976
Chicken_19	3	7274	44773338
Chicken_20	3	44871127	44871127
Chicken_21	3	44874254	80775681
Chicken_22	3	80868411	88001568
Chicken_23	3	88949778	110408883
Chicken_24	4	48270	19131951
Chicken_25	4	19209334	43886811
Chicken_26	4	44090583	51164908
Chicken_27	4	51926113	77832794
Chicken_28	4	77951443	78729846
Chicken_29	4	79085632	90157900
Chicken_30	5	2933	583587
Chicken_31	5	601908	1011391
Chicken_32	5	1401798	16149854
Chicken_33	5	16208871	16333229
Chicken_34	5	16419390	23300650
Chicken_35	5	23514346	59384803
Chicken_36	6	31077	34864525
Chicken_37	7	3367	36053645
Chicken_38	7	36187561	36209993
Chicken_39	8	41713	28691554
Chicken_40	8	28705920	28732118
Chicken_41	9	14720	23410871
Chicken_42	10	36180	342472
Chicken_43	10	358645	19801746
Chicken_44	11	51584	19368426
Chicken_45	12	14358	19773045
Chicken_46	13	75327	17705005
Chicken_47	14	50225	15101013
Chicken_48	15	17524	12591777
Chicken_49	16	2150	478726
Chicken_50	17	22907	252085
Chicken_51	17	288267	10407301
Chicken_52	18	15432	11196768
Chicken_53	19	11025	9909548
Chicken_54	20	42234	14297845
Chicken_55	21	6037	6769204
Chicken_56	22	28102	4063271
Chicken_57	23	21426	5709511
Chicken_58	24	4205	6286897
Chicken_59	25	704	2162059
Chicken_60	25	2174061	2183826
Chicken_61	26	12298	5256209
Chicken_62	27	6459	5193161
Chicken_63	28	13167	4729013
Chicken_64	W	7616	1013598
Chicken_65	Z	2482	66636148
Chicken_66	Z	66848485	70799717
Chicken_67	Z	71020002	81314946
Chicken_68	Z	81378368	82075216
Chicken_69	LGE22C19W28_E50C23	489	954486
Chicken_70	LGE64	116549	762585
