Dog_0	1	252392	4915169
Dog_1	1	4961137	16131829
Dog_2	1	16597389	23986087
Dog_3	1	24388280	24541936
Dog_4	1	25018509	69361015
Dog_5	1	70277119	97327630
Dog_6	1	97623350	97623350
Dog_7	1	97944601	100054622
Dog_8	1	102074811	108147295
Dog_9	1	108307469	117515755
Dog_10	1	117814757	122045544
Dog_11	2	381981	20310917
Dog_12	2	20943474	21612200
Dog_13	2	21675216	30541779
Dog_14	2	31654402	34494265
Dog_15	2	34691052	41907792
Dog_16	2	42506746	57322662
Dog_17	2	58001367	66544869
Dog_18	2	68144056	68247139
Dog_19	2	68350326	76314062
Dog_20	2	76400429	85393947
Dog_21	3	7992	31217562
Dog_22	3	32071194	35376364
Dog_23	3	37381653	58390398
Dog_24	3	58480553	58822482
Dog_25	3	58926505	91499908
Dog_26	3	91522035	91813104
Dog_27	4	63210	10397950
Dog_28	4	10522031	34997579
Dog_29	4	35271895	35271895
Dog_30	4	35861693	60360966
Dog_31	4	60559449	75176995
Dog_32	4	75753472	88149562
Dog_33	5	667804	21749789
Dog_34	5	22453524	29975092
Dog_35	5	30136759	30828622
Dog_36	5	30995909	33100287
Dog_37	5	33147045	40493711
Dog_38	5	40854241	42859152
Dog_39	5	43197365	55994048
Dog_40	5	56153475	63383787
Dog_41	5	63589299	63589299
Dog_42	5	63619157	86402770
Dog_43	6	368901	9500838
Dog_44	6	10133799	40425259
Dog_45	6	40613728	42716214
Dog_46	6	42815507	77393596
Dog_47	7	26316	8444907
Dog_48	7	8492037	12962862
Dog_49	7	13414910	28967352
Dog_50	7	28999512	29830461
Dog_51	7	30209142	31513515
Dog_52	7	31657368	40408688
Dog_53	7	40956037	43494885
Dog_54	7	43720229	48663714
Dog_55	7	53479043	54570029
Dog_56	7	54848035	77728976
Dog_57	7	77832165	78352292
Dog_58	7	78591511	80968145
Dog_59	8	171476	1982426
Dog_60	8	2984501	4413297
Dog_61	8	4641557	72605564
Dog_62	8	72754306	74290768
Dog_63	9	46114	8275049
Dog_64	9	9182581	26184077
Dog_65	9	26336793	31771533
Dog_66	9	31891177	47675303
Dog_67	9	48032709	61020692
Dog_68	10	17184	1819130
Dog_69	10	1828395	22659066
Dog_70	10	22853358	28828878
Dog_71	10	30627359	33558047
Dog_72	10	34245321	44600833
Dog_73	10	45108958	45215787
Dog_74	10	45368415	67454526
Dog_75	10	67636879	69296966
Dog_76	11	115717	3498382
Dog_77	11	4882896	19724337
Dog_78	11	19779389	26771919
Dog_79	11	26901020	55404809
Dog_80	11	55847808	57453565
Dog_81	11	57957542	67298358
Dog_82	11	67528480	74353293
Dog_83	12	97512	2834776
Dog_84	12	3050383	10798041
Dog_85	12	10815579	35649635
Dog_86	12	35712735	71803689
Dog_87	12	71953943	72483066
Dog_88	13	40949	37393340
Dog_89	13	37746657	37875998
Dog_90	13	37917820	37941594
Dog_91	13	37946703	38346137
Dog_92	13	38452229	58149261
Dog_93	13	58818796	62927133
Dog_94	14	30955	1384518
Dog_95	14	3120981	12999217
Dog_96	14	13478353	43245298
Dog_97	14	43308152	44251283
Dog_98	14	44941448	48852853
Dog_99	14	48875045	60914244
Dog_100	15	235912	1094451
Dog_101	15	1566938	7931927
Dog_102	15	8290117	8428226
Dog_103	15	8706108	16977956
Dog_104	15	17673687	18558079
Dog_105	15	19128105	42560075
Dog_106	15	42731621	64135920
Dog_107	16	93713	5469736
Dog_108	16	5633892	6765770
Dog_109	16	7467574	13387930
Dog_110	16	13711003	13746300
Dog_111	16	14548097	20928224
Dog_112	16	21336735	23225674
Dog_113	16	23306512	31194877
Dog_114	16	33167364	36062671
Dog_115	16	36221490	53358371
Dog_116	16	55143888	59485997
Dog_117	17	89772	24536286
Dog_118	17	25455303	33774721
Dog_119	17	34321177	36774541
Dog_120	17	36864105	51373251
Dog_121	17	51537804	52900699
Dog_122	17	53183520	58424072
Dog_123	17	58571728	61020413
Dog_124	17	62057610	64001663
Dog_125	18	51035	12107476
Dog_126	18	12400455	20460066
Dog_127	18	22881069	24262154
Dog_128	18	25354402	49746081
Dog_129	18	49784554	50034551
Dog_130	18	50055715	54028188
Dog_131	18	54217019	54986936
Dog_132	18	55014275	55780630
Dog_133	19	12619	18324177
Dog_134	19	19036373	19036373
Dog_135	19	20348758	23173947
Dog_136	19	23311034	23311034
Dog_137	19	23946923	53711245
Dog_138	20	27659	40663950
Dog_139	20	40771774	43532428
Dog_140	20	43618589	43653502
Dog_141	20	43704093	46339234
Dog_142	20	46732952	52608553
Dog_143	20	52613405	58088300
Dog_144	21	407113	29932714
Dog_145	21	29989391	29989391
Dog_146	21	30986554	50753172
Dog_147	22	89476	61368052
Dog_148	23	2297	1496694
Dog_149	23	1958133	7106342
Dog_150	23	7770582	11967341
Dog_151	23	12066702	28623141
Dog_152	23	29408290	30334080
Dog_153	23	30797956	52103272
Dog_154	24	74925	16153831
