Mouse_0	1	3216022	17602579
Mouse_1	1	19103256	21001562
Mouse_2	1	22288422	33853354
Mouse_3	1	34437498	36549539
Mouse_4	1	36792921	44206350
Mouse_5	1	44689188	75546871
Mouse_6	1	77373733	94039305
Mouse_7	1	95313817	111859180
Mouse_8	1	118300804	128588843
Mouse_9	1	130717484	136259797
Mouse_10	1	136270842	164115387
Mouse_11	1	164151963	166201548
Mouse_12	1	166379403	170709879
Mouse_13	1	170874409	170874409
Mouse_14	1	171123167	172368921
Mouse_15	1	172376699	173337021
Mouse_16	1	174502046	193107543
Mouse_17	1	193157219	195165745
Mouse_18	2	3118556	3342410
Mouse_19	2	3409195	11778589
Mouse_20	2	12109115	12348054
Mouse_21	2	12978186	23156699
Mouse_22	2	23321489	24003593
Mouse_23	2	24394126	39075010
Mouse_24	2	43748889	84433096
Mouse_25	2	84602892	84999013
Mouse_26	2	90745457	112363319
Mouse_27	2	112479171	120977299
Mouse_28	2	121008510	121138540
Mouse_29	2	121171394	126894212
Mouse_30	2	127080647	129101087
Mouse_31	2	129199719	130196543
Mouse_32	2	130279640	132263444
Mouse_33	2	132530553	150935248
Mouse_34	2	151494308	181991226
Mouse_35	3	3508329	19693913
Mouse_36	3	20057988	35960013
Mouse_37	3	36066109	51661249
Mouse_38	3	52268802	55782994
Mouse_39	3	57287756	75878031
Mouse_40	3	79345480	86787212
Mouse_41	3	87083144	87618761
Mouse_42	3	87739075	96727809
Mouse_43	3	96850230	102158237
Mouse_44	3	102509776	108426830
Mouse_45	3	108571722	108571722
Mouse_46	3	108751672	122542105
Mouse_47	3	122729246	138927585
Mouse_48	3	139205899	142242680
Mouse_49	3	142765272	159839942
Mouse_50	4	3172083	20245888
Mouse_51	4	21678224	24617385
Mouse_52	4	24898167	34904007
Mouse_53	4	35192882	35708158
Mouse_54	4	40163749	94638224
Mouse_55	4	94946965	118620932
Mouse_56	4	119108955	119656792
Mouse_57	4	120094489	136550848
Mouse_58	4	136623346	156349921
Mouse_59	5	3344367	8966852
Mouse_60	5	12448029	24165077
Mouse_61	5	24385239	30060996
Mouse_62	5	30105292	32136704
Mouse_63	5	32459356	32459356
Mouse_64	5	32640339	33104457
Mouse_65	5	33214468	86112650
Mouse_66	5	86804564	103863068
Mouse_67	5	104079549	104459637
Mouse_68	5	105479790	108269590
Mouse_69	5	108312925	110104021
Mouse_70	5	110136062	129501379
Mouse_71	5	129584293	129584293
Mouse_72	5	129716744	138274310
Mouse_73	5	138755636	145167357
Mouse_74	5	146231693	147860689
Mouse_75	5	148076399	151642912
Mouse_76	6	3372520	13186706
Mouse_77	6	13582787	40443978
Mouse_78	6	41613316	43303955
Mouse_79	6	43346782	54985858
Mouse_80	6	55038042	56832207
Mouse_81	6	57510718	67423365
Mouse_82	6	70726435	87629900
Mouse_83	6	87779005	115955740
Mouse_84	6	116208207	118109102
Mouse_85	6	118593892	121376070
Mouse_86	6	122312235	125362858
Mouse_87	6	125460661	149582012
Mouse_88	7	3109020	13398308
Mouse_89	7	15937883	31130492
Mouse_90	7	34110099	40899368
Mouse_91	7	43297874	43474463
Mouse_92	7	44253087	45614020
Mouse_93	7	45622797	46033832
Mouse_94	7	46098725	51999763
Mouse_95	7	55794195	59243450
Mouse_96	7	63650815	84615820
Mouse_97	7	86719659	105753458
Mouse_98	7	105809857	105809857
Mouse_99	7	107371003	116521837
Mouse_100	7	117381179	126289864
Mouse_101	7	126691626	128272518
Mouse_102	7	128373896	140137665
Mouse_103	7	140848355	145321394
Mouse_104	8	3155669	4515556
Mouse_105	8	5086156	22074086
Mouse_106	8	22128685	22411466
Mouse_107	8	22463311	22463311
Mouse_108	8	22535284	27197539
Mouse_109	8	27260409	31195209
Mouse_110	8	33236337	68794020
Mouse_111	8	68880753	69135503
Mouse_112	8	69791255	69832709
Mouse_113	8	69880858	72761903
Mouse_114	8	74873641	83395452
Mouse_115	8	83566819	85080774
Mouse_116	8	85261130	123518950
Mouse_117	8	123653946	124023473
Mouse_118	8	124370491	125995460
Mouse_119	8	126422687	126949235
Mouse_120	8	127064354	129217724
Mouse_121	9	3000922	18323434
Mouse_122	9	20638377	22225830
Mouse_123	9	22490829	25108844
Mouse_124	9	26751779	51290047
Mouse_125	9	51943535	53912722
Mouse_126	9	54027075	75643826
Mouse_127	9	75776093	78538162
Mouse_128	9	78615882	88456138
Mouse_129	9	89728682	90205027
Mouse_130	9	91361569	103008620
Mouse_131	9	103425141	104152317
Mouse_132	9	104686426	105990779
Mouse_133	9	106155241	109100078
Mouse_134	9	109835325	109835325
Mouse_135	9	109978869	124438996
Mouse_136	10	3120206	57794682
Mouse_137	10	58497970	59222044
Mouse_138	10	59403771	71331037
Mouse_139	10	72654919	75948358
Mouse_140	10	76207761	77294782
Mouse_141	10	77581822	78171960
Mouse_142	10	78575097	78747049
Mouse_143	10	79541178	81622413
Mouse_144	10	82620122	126887491
Mouse_145	10	127003385	130471821
Mouse_146	11	3132027	5531296
Mouse_147	11	5788560	6259181
Mouse_148	11	6271651	16501798
Mouse_149	11	16953376	30998326
Mouse_150	11	31360144	58121617
Mouse_151	11	58307586	58331681
Mouse_152	11	58792889	59450245
Mouse_153	11	59662826	61684534
Mouse_154	11	61777781	68892609
Mouse_155	11	68944678	71025143
Mouse_156	11	71759849	88831755
Mouse_157	11	88924662	94653802
Mouse_158	11	94936369	106374858
Mouse_159	11	106398542	121830303
Mouse_160	12	3249787	31074041
Mouse_161	12	31265421	44532554
Mouse_162	12	44855854	112976606
Mouse_163	12	113098418	113156437
Mouse_164	12	116077846	116407233
Mouse_165	12	117527229	119946474
Mouse_166	13	3361029	3941156
