Human_0	1	69091	23279536
Human_1	1	23346090	41976122
Human_2	1	42619122	43392712
Human_3	1	43630114	109477292
Human_4	1	109607145	115828691
Human_5	1	116194035	120457929
Human_6	1	145438803	149812319
Human_7	1	149901021	156890596
Human_8	1	156905792	161334755
Human_9	1	161719592	200708956
Human_10	1	200842166	209961765
Human_11	1	210001409	231471314
Human_12	1	231762614	244999017
Human_13	1	245017752	246887725
Human_14	1	249106099	249208062
Human_15	2	41608	31133767
Human_16	2	32390970	68694864
Human_17	2	68962332	97001568
Human_18	2	97372993	97526363
Human_19	2	98373562	110372067
Human_20	2	110881368	113587938
Human_21	2	114475352	220492715
Human_22	2	222290748	242836364
Human_23	3	361460	15045422
Human_24	3	15452763	36756819
Human_25	3	37035039	37285042
Human_26	3	37903691	47852174
Human_27	3	48336127	48336127
Human_28	3	48445893	74313552
Human_29	3	75986645	122145832
Human_30	3	122247211	125249359
Human_31	3	126062570	129694660
Human_32	3	130569665	131254039
Human_33	3	132153395	133118928
Human_34	3	133524693	197687093
Human_35	4	53383	982621
Human_36	4	1006274	68484715
Human_37	4	69179817	98480209
Human_38	4	99182717	191011977
Human_39	5	140423	7831963
Human_40	5	7859548	31532500
Human_41	5	32229884	130695187
Human_42	5	130980378	180030192
Human_43	5	180218634	180794288
Human_44	6	292540	13977351
Human_45	6	15246771	25652632
Human_46	6	26597211	33388042
Human_47	6	33665430	42152553
Human_48	6	42176027	74304800
Human_49	6	74405939	160183120
Human_50	6	160211620	170886647
Human_51	7	193200	6629915
Human_52	7	7398264	30536708
Human_53	7	30634538	55433719
Human_54	7	56032303	76139970
Human_55	7	76796986	86394462
Human_56	7	86978385	90894196
Human_57	7	91502908	97361925
Human_58	7	97736490	99036706
Human_59	7	99686614	102181948
Human_60	7	102453789	141408559
Human_61	7	142498725	144094333
Human_62	7	144150638	158823307
Human_63	8	28905	11565822
Human_64	8	12580605	17915043
Human_65	8	19263291	42275321
Human_66	8	42401616	42995640
Human_67	8	48173551	90770289
Human_68	8	90915022	143310845
Human_69	8	143808765	144917832
Human_70	8	144940159	146277878
Human_71	9	116800	37800864
Human_72	9	38015422	99212562
Human_73	9	100286471	114124310
Human_74	9	114423915	115642042
Human_75	9	115913355	140772386
Human_76	10	92997	3821731
Human_77	10	5415684	15008468
Human_78	10	15089288	15820991
Human_79	10	16526384	35928273
Human_80	10	43691692	135438603
Human_81	11	193100	47738974
Human_82	11	57106025	60899292
Human_83	11	61102201	62105450
Human_84	11	62369947	67171674
Human_85	11	67196017	71164343
Human_86	11	71640108	110300845
Human_87	11	111152159	134855393
Human_88	12	147052	6309666
Human_89	12	6421393	10772743
Human_90	12	11803062	47471217
Human_91	12	48104585	58191665
Human_92	12	58335485	108168993
Human_93	12	108685618	133795471
Human_94	13	19748003	25457315
Human_95	13	25743742	29233322
Human_96	13	29598806	41507561
Human_97	13	41635810	115089318
Human_98	14	19377594	24909289
Human_99	14	25281915	105715208
Human_100	14	105886373	107282792
Human_101	15	20169919	31775497
Human_102	15	33022892	43426001
Human_103	15	43477697	43620627
Human_104	15	43663553	102462345
Human_105	16	64381	64381
Human_106	16	103990	28328713
Human_107	16	29841871	31502156
Human_108	16	46694384	90160431
Human_109	17	6007	6703346
Human_110	17	6926991	8215358
Human_111	17	8272452	21318655
Human_112	17	25621422	36047375
Human_113	17	36482348	48262863
Human_114	17	48445453	55055521
Human_115	17	55182826	60023829
Human_116	17	60705164	62075725
Human_117	17	62121348	81037692
Human_118	18	47390	33877799
Human_119	18	34376768	43405694
Human_120	18	43432432	57103140
Human_121	18	58038584	72103736
Human_122	18	72167209	77917654
Human_123	19	110679	6306725
Human_124	19	6361586	15562606
Human_125	19	16222712	19649159
Human_126	19	19672834	19756231
Human_127	19	30017491	34972880
Human_128	19	35491383	47991545
Human_129	19	48533814	59073439
Human_130	20	68351	2082528
Human_131	20	2517268	2517268
Human_132	20	2639397	5107739
Human_133	20	5528307	25434087
Human_134	20	30064249	62891319
Human_135	21	10862622	45527298
Human_136	21	45553580	45666280
Human_137	21	45719989	46271496
Human_138	21	46306283	48056864
Human_139	22	16258186	18593632
Human_140	22	19026378	32439269
Human_141	22	32870990	42981797
Human_142	22	43193594	51207204
Human_143	X	200855	15301627
Human_144	X	15364255	18911603
Human_145	X	19008982	25022787
Human_146	X	30322696	46940544
Human_147	X	47001716	55035613
Human_148	X	57313259	152083034
Human_149	X	152713336	153770479
Human_150	X	153906455	155227425
Human_151	Y	5510	25119070
