1	2379	47722947	12
1	47762376	51985118	5
1	52602715	74563265	12
1	74651846	75179025	12
1	75224926	77861424	9
1	77955549	115358642	7
1	117287575	119811748	1
1	119835501	121427869	8
1	121469882	169666484	7
1	169687936	174734901	10
1	175045977	176649882	1
1	176655870	195254225	10
2	13984	20007850	1
2	20165199	42466455	9
2	42838884	52415816	1
2	52715521	97086315	9
2	97123922	124078128	1
2	124131275	146571947	9
2	148020232	148760976	1
3	7274	44773338	11
3	44871127	44871127	2
3	44874254	80775681	6
3	80868411	88001568	11
3	88949778	110408883	6
4	48270	19131951	2
4	19209334	43886811	2
4	44090583	51164908	4
4	51926113	77832794	2
4	77951443	78729846	3
4	79085632	90157900	2
5	2933	583587	8
5	601908	1011391	6
5	1401798	16149854	8
5	16208871	16333229	2
5	16419390	23300650	8
5	23514346	59384803	6
6	31077	34864525	11
7	3367	36053645	7
7	36187561	36209993	6
8	41713	28691554	1
8	28705920	28732118	2
9	14720	23410871	1
10	36180	342472	4
10	358645	19801746	8
11	51584	19368426	8
12	14358	19773045	3
13	75327	17705005	2
14	50225	15101013	5
15	17524	12591777	4
16	2150	478726	9
17	22907	252085	1
17	288267	10407301	4
18	15432	11196768	5
19	11025	9909548	10
20	42234	14297845	3
21	6037	6769204	3
22	28102	4063271	4
23	21426	5709511	9
24	4205	6286897	10
25	704	2162059	9
25	2174061	2183826	2
26	12298	5256209	3
27	6459	5193161	5
28	13167	4729013	1
W	7616	1013598	1
Z	2482	66636148	4
Z	66848485	70799717	2
Z	71020002	81314946	4
Z	81378368	82075216	2
