LG1	7066	3658346	3
LG1	3688498	13234574	4
LG1	13581242	13581242	6
LG1	13606569	21575457	6
LG1	21860240	23677175	4
LG1	23846198	68977798	6
LG2	19418	19418	7
LG2	331465	56797125	4
LG2	56867554	61811109	2
LG2	61856444	68557739	10
LG3	202202	1171609	10
LG3	1427210	5906941	1
LG3	5937786	22513281	10
LG3	22739855	37204810	3
LG3	37219630	37244374	8
LG3	37336258	56782027	8
LG4	666	4758599	2
LG4	4774290	10945814	2
LG4	11057170	18952492	3
LG4	19107327	19160899	9
LG4	19230944	72056208	2
LG4	72067681	73171089	1
LG5	18710	3047327	1
LG5	3122800	3988520	5
LG5	4452811	4495232	2
LG5	4499758	15911508	11
LG5	15932670	20182621	11
LG5	20221531	28370992	3
LG5	28572783	40167271	11
LG5	40281804	51404072	3
LG6	8327	12307455	9
LG6	12683140	19935525	5
LG6	20706604	40741116	2
LG7	8171	19983887	6
LG7	20041411	20041411	6
LG7	20325343	30612092	2
LG7	30668729	35758108	6
LG7	36165373	38295193	2
LG7	38319498	50596485	2
LG8	31498	49587823	12
LG8	49677102	50317648	5
LG9	6827	16552866	1
LG9	16574990	17830809	2
LG9	17988975	18866404	1
LG9	18980874	53076105	1
LG10	33271	26855477	1
LG10	26892755	38623508	5
LG10	38638717	42338594	5
LG11	40327	41434033	9
LG12	9187	33078607	7
LG12	33115139	36411899	5
LG13	7	17108956	5
LG14	6859	2418114	1
LG14	2454513	7985512	10
LG14	8001912	12236619	1
LG14	12242745	15404507	1
LG14	15432587	20630830	10
LG14	20866933	31964089	7
LG15	8997	9545044	5
LG15	9594837	10594280	5
LG16	9827	21111776	11
LG17	15274	32534475	7
LG18	8215	15576793	3
LG18	15590913	15663722	3
LG19	6972	9695596	1
LG20	456	14728596	4
LG21	16194	15101014	4
LG22	5627	1067914	10
LG22	1076767	4438342	10
LG22	4457059	11549919	10
LG23	245206	16963576	8
LG24	37690	9470533	9
LG25	14203	14323722	3
LG26	2834	11499213	10
LG26	11560620	13764487	9
LG27	6467	15251714	8
LG28	3513	5175903	2
LG29	19645	157819	9
