1	683	24563650	8
1	24784182	112003675	11
1	112167187	112169352	1
1	112190299	166299738	8
1	168405539	173888298	1
1	176737495	187030648	8
1	187113644	200828407	6
1	200896220	203940186	8
1	204638319	299246925	6
1	299381413	299636547	7
1	299727656	308279012	10
1	308351275	308536088	10
1	308586976	328410097	6
1	328742929	385782151	2
1	385894553	404268637	3
1	404908194	404938443	9
1	411282954	423396839	4
1	425471314	448791030	8
1	449374241	450744175	3
1	451262113	471276086	4
1	471802939	501375006	3
1	501474551	503202305	4
1	503232461	560495912	6
1	560806214	585354555	4
1	585963273	589277501	6
1	589777627	590682196	4
1	591824364	664227268	11
1	664578235	710680460	8
1	710937794	727234595	4
1	727339954	741347525	4
1	741558291	747623453	6
2	32935	102042809	1
2	103161730	104009229	3
2	104267650	117050217	3
2	117125828	164099709	6
2	165252994	165838413	1
2	165850564	166993713	1
2	169817780	186564594	10
2	187864578	192098116	9
2	192431106	211301323	5
2	211329876	253914935	5
2	254014909	257956722	2
2	258527557	266210634	5
2	266262071	267752199	9
2	267908788	271082120	9
2	271189894	285335224	3
2	286191816	325540007	11
2	325647273	442150798	6
2	442189967	456809804	11
2	456833697	456990127	2
2	456998319	457206249	10
2	457254141	477811376	1
2	478070634	478070634	3
2	478102039	486422668	3
2	486983233	494129742	7
2	494224412	497312811	9
2	498527902	500327692	10
2	502334092	504352226	5
2	505011555	520316298	10
2	520368516	520810520	10
2	521114131	527596914	1
2	528504586	531113085	10
2	531405874	541538780	7
3	177557	75908000	4
3	76416089	85726529	2
3	86370653	103200814	9
3	103232885	199632310	1
3	200084685	200750655	6
3	204095617	252330034	4
3	255120183	280326948	1
3	280408115	325116846	9
3	327159533	351718104	1
3	352113834	429103977	9
3	429132944	431797847	5
3	434255844	436482849	9
3	436545693	436792552	4
3	436795490	438636648	1
3	439940932	444313380	1
3	444469226	447542460	5
3	448535125	461507823	1
3	461821256	463288538	5
3	463349958	463795187	1
3	463904869	475428162	4
3	476052537	481236308	1
3	482418506	527932722	4
4	65174	5953394	10
4	6010310	86914053	7
4	87270290	91906968	7
4	91973321	110617799	1
4	110815099	222325948	7
4	224252400	242167394	10
4	243212319	270544061	10
4	271627358	287689794	10
4	288202275	290419598	7
4	290433027	299343865	1
4	300117957	350193753	10
4	352484881	354681528	9
4	354820632	359465991	3
4	359839700	370769848	9
4	370816819	370948847	10
4	370990811	382171481	3
4	382251718	386539673	10
4	388835254	394907557	3
4	397052569	397442284	10
4	400947707	412759790	9
4	412796109	413191313	5
4	414213789	414868936	10
4	414964978	427744814	9
4	428584102	435125970	3
5	1046636	7871887	2
5	7964513	61370198	2
5	62326881	219880693	2
5	220391472	221935874	3
5	222929328	238738343	2
5	238944303	239852876	2
5	240039160	284646987	8
5	291447036	299257139	2
5	299423185	304602312	8
6	412556	11723248	4
6	12017276	26590870	5
6	26936352	51333350	2
6	51996975	54765152	4
6	54902054	86075784	5
6	88799599	103352230	4
6	104071478	121554890	5
6	122399899	128815157	4
6	135176426	138701279	9
6	139429250	141009319	4
6	142013338	163596431	5
6	164082942	193239523	4
6	194135451	194715564	3
6	194981110	194981110	9
6	195558131	200859007	1
6	201088434	258143705	3
6	258631005	275176629	1
6	275380683	283376260	3
6	283475328	289163606	1
6	289179944	291911613	9
7	202764	19235296	7
7	19329132	24770362	8
7	24851376	170834833	7
7	171108774	194801844	7
7	195071390	260005921	1
7	260159423	260284272	10
7	260352663	260786733	10
8	3000138	11657132	12
8	11884066	11922252	2
8	11933159	14359226	2
8	14482427	88039690	12
8	89908658	92856957	5
8	93338457	103723959	12
8	104399764	108749798	9
8	108839805	111467257	5
8	111605915	204274697	12
8	205486093	207445229	9
8	211679001	257518732	1
8	258509682	312376608	9
X	3034182	3470598	3
X	3709354	79262042	2
