24	93760	10213759	5
24	10653760	11357759	5
24	11489760	15273759	5
24	15361760	18441759	5
24	19145760	21521759	5
24	21653760	24161759	5
22	77670	2805669	5
22	2805670	3025669	8
22	3025670	4345669	5
22	4345670	5709669	1
22	5709670	6061669	8
22	6061670	7689669	5
22	7689670	7909669	6
22	7909670	8789669	1
22	8789670	9097669	8
22	9097670	9405669	5
22	9405670	9625669	8
22	9625670	10109669	5
22	10461670	14685669	5
22	14685670	14993669	8
22	14993670	15917669	5
22	15917670	15961669	10
22	15961670	16357669	5
22	16357670	17413669	8
22	17413670	17721669	5
22	17721670	18293669	13
22	18293670	18689669	5
22	19041670	21241669	5
22	21241670	21769669	13
22	21769670	21945669	1
22	21945670	22693669	13
22	22693670	22957669	8
22	22957670	24365669	5
22	24365670	24453669	13
22	24453670	24849669	5
22	25025670	25421669	5
22	25421670	26037669	13
22	26037670	26477669	5
22	26477670	26741669	7
22	26961670	27753669	5
22	28281670	28677669	5
16	276101	980100	5
16	980101	3136100	8
16	3224101	4324100	8
16	4852101	5248100	8
16	5248101	5688100	5
16	5688101	10836100	8
16	10836101	11100100	5
16	11100101	18976100	8
16	18976101	19284100	4
16	19284101	19504100	9
16	19504101	29976100	8
11	167317	1355316	8
11	1531317	6987316	8
11	7251317	11255316	8
11	11475317	12663316	8
11	12927317	14335316	8
11	14599317	15743316	8
11	15919317	16051316	9
11	16051317	25203316	8
11	25995317	26919316	8
11	27711317	28239316	8
11	28239317	28283316	3
11	28283317	28459316	2
11	28459317	29383316	8
21	375491	1387490	6
21	1651491	2399490	6
21	2663491	3059490	6
21	4907491	7591490	6
21	7855491	10759490	6
21	10935491	14939490	6
21	15159491	15687490	6
21	15687491	15775490	3
21	15775491	25675490	6
21	25675491	25719490	3
21	25719491	31439490	6
2	4243072	5739071	6
2	6047072	6971071	6
2	12691072	13087071	6
2	14187072	14583071	5
2	16167072	16607071	6
2	16607072	16651071	5
2	16651072	18323071	6
2	18323072	18587071	12
2	18763072	19247071	6
2	19335072	19951071	6
2	19951072	20127071	5
2	20127072	23295071	6
2	23295072	23471071	5
2	23471072	24439071	6
2	24439072	24659071	5
2	24659072	25011071	6
2	25011072	25319071	5
2	25319072	25803071	6
2	26067072	26815071	6
2	27255072	27871071	6
2	28047072	28443071	1
2	28443072	30423071	6
2	30599072	31083071	6
15	191217	1643216	10
15	1951217	4019216	10
15	4019217	4195216	7
15	4195217	4635216	6
15	5515217	7231216	10
15	7583217	8023216	10
15	8639217	12423216	10
15	12819217	13215216	10
15	13435217	14755216	10
15	14755217	14887216	5
15	14887217	15987216	10
15	15987217	16207216	5
15	16207217	16295216	10
