14	550889	1630888	5
14	1630889	1684888	7
14	1720889	2584888	5
14	2674889	8542888	5
14	8578889	10234888	5
10	548354	800353	5
10	800354	854353	2
10	854354	1268353	5
10	1268354	1520353	8
10	1520354	1790353	5
10	1880354	2456353	5
10	2456354	2600353	13
10	2600354	3140353	5
10	3140354	3212353	10
10	3212354	3446353	5
10	3446354	3824353	8
10	3824354	4004353	5
10	4004354	4166353	8
10	4166354	6686353	5
10	6848354	7064353	5
10	7064354	7172353	8
10	7172354	7334353	5
10	7334354	7748353	8
10	7748354	8666353	5
10	8666354	8846353	6
10	8846354	9638353	1
10	9638354	10304353	9
10	10304354	10412353	12
10	10412354	10718353	9
10	10718354	10916353	5
10	10916354	11042353	9
10	11042354	12248353	5
10	12248354	12770353	13
10	12770354	13184353	5
8	548858	638857	8
8	638858	728857	9
8	728858	1484857	8
8	1484858	1628857	5
8	1628858	1718857	8
8	1718858	1988857	5
8	1988858	3446857	8
8	3446858	3608857	5
8	3608858	4454857	8
8	4508858	5948857	8
8	5984858	9530857	8
8	9530858	9620857	9
8	9620858	10070857	8
8	10160858	10502857	8
21	515321	2225320	8
21	2585321	3359320	8
21	3539321	3827320	8
21	3899321	5825320	8
2	10352	154351	10
2	154352	280351	4
2	280352	334351	10
2	334352	514351	4
2	550352	1126351	4
2	1126352	1288351	10
2	1288352	1900351	4
2	1900352	1990351	10
2	1990352	2458351	4
2	2458352	2656351	10
2	2656352	2800351	4
2	3286352	3358351	10
2	3358352	3700351	4
2	3700352	3826351	9
2	3826352	5158351	4
2	5158352	5392351	10
2	5392352	6112351	4
2	6148352	8146351	4
2	8146352	8452351	10
2	8488352	8776351	10
2	8776352	8794351	4
2	8794352	17380351	6
2	17488352	18604351	6
2	18712352	21430351	6
2	21484352	21574351	6
3	19523	595522	6
3	703523	1099522	6
3	1099523	1135522	5
3	1135523	1675522	6
3	1675523	1693522	5
3	1693523	1999522	6
3	1999523	2089522	4
3	2089523	2683522	6
3	2827523	3619522	6
3	3655523	3835522	6
3	3835523	3907522	5
3	3907523	4285522	6
3	4285523	4375522	5
3	4375523	4771522	6
3	5311523	5581522	6
3	5725523	5887522	1
3	5887523	6157522	6
3	6193523	6589522	6
3	6589523	6697522	5
3	6697523	7129522	6
3	7273523	7309522	2
3	7309523	7579522	6
3	7579523	7651522	7
3	7651523	7741522	6
3	7741523	7759522	7
3	7759523	7777522	6
3	7777523	7813522	7
3	7813523	8155522	4
3	8533523	14797522	4
3	14833523	15463522	4
17	509423	617422	10
17	617423	779422	8
17	779423	2741422	10
17	2849423	3659422	10
17	3731423	6341422	10
17	6413423	8069422	10
17	8069423	8105422	9
17	8105423	8285422	10
17	8429423	8699422	10
17	8699423	8789422	6
17	8789423	8861422	10
17	8933423	9095422	10
17	9131423	9239422	10
17	9239423	9347422	6
17	9347423	9437422	5
17	9437423	9473422	10
17	9563423	9653422	7
17	9653423	9743422	6
17	9743423	9833422	7
17	9833423	9851422	6
17	9851423	9887422	7
17	9887423	10679422	10
17	10679423	10715422	5
17	10715423	11255422	10
17	11255423	11327422	5
17	11327423	11939422	10
17	11939423	12029422	6
17	12029423	12137422	10
18	16728	952727	13
18	952728	1330727	10
18	1330728	1348727	13
18	1348728	1870727	4
18	1870728	2014727	13
18	2014728	2176727	4
18	2176728	2212727	2
18	2212728	2698727	4
18	2698728	2896727	10
18	2896728	3112727	13
18	3112728	3256727	10
18	3256728	3346727	7
18	3346728	3436727	6
18	3796728	3976727	13
18	3976728	4066727	10
18	4066728	4282727	13
18	4282728	4840727	4
18	4840728	4912727	3
18	4912728	5200727	13
18	5200728	5668727	4
18	5668728	5758727	10
18	5758728	5866727	4
18	5866728	6028727	10
18	6028728	7162727	13
18	7162728	7180727	3
18	7180728	7882727	13
18	7882728	7936727	4
18	7936728	9016727	13
18	9016728	9268727	4
18	9340728	10978727	4
18	10978728	11068727	10
20	513109	693108	13
20	693109	801108	9
20	801109	945108	13
20	1035109	1503108	13
20	1503109	1629108	11
20	1629109	2439108	13
20	2475109	2709108	13
20	2709109	2799108	2
20	2799109	3177108	13
20	3177109	3411108	8
20	3411109	3645108	13
1	67865	301864	11
1	301865	409864	13
1	409865	1849864	11
1	1885865	3451864	11
1	3451865	3469864	7
1	3649865	3955864	11
1	4045865	4585864	11
1	4693865	5053864	11
1	5143865	5629864	13
1	5629865	5791864	11
1	5791865	5899864	13
1	5899865	5971864	11
1	5971865	6133864	13
1	6745865	7051864	11
1	7051865	7393864	13
1	7393865	7663864	11
1	7879865	9589864	11
1	9589865	9697864	13
1	9697865	9967864	11
1	9967865	10039864	10
1	10039865	10723864	1
1	10723865	11191864	6
1	11191865	11263864	7
1	11263865	11299864	1
1	11299865	11317864	2
1	11317865	11623864	13
1	11623865	11821864	1
1	11821865	11911864	13
1	11911865	17563864	1
1	17635865	18211864	1
1	18283865	18931864	1
1	19057865	22189864	1
1	22261865	22981864	1
7	514976	676975	9
7	874976	1720975	9
7	1756976	4078975	9
7	4114976	4564975	9
7	4564976	4726975	11
7	4726976	4870975	9
7	4870976	4978975	1
7	4978976	5086975	11
7	5086976	5104975	9
7	5104976	5140975	13
7	5140976	5230975	9
7	5230976	5446975	11
7	5446976	5770975	9
7	5770976	5824975	13
7	5824976	6004975	9
7	6004976	6094975	11
7	6094976	6274975	9
7	6274976	6562975	11
7	6562976	6634975	9
7	6670976	7048975	9
7	7264976	7408975	11
7	7408976	7444975	13
7	7444976	7786975	11
7	7786976	8038975	9
7	8038976	8236975	11
7	8236976	8488975	9
7	8488976	10306975	11
7	10306976	10522975	9
7	10522976	10684975	11
7	10684976	10864975	9
7	10864976	11260975	11
7	11260976	11296975	9
7	11296976	11674975	11
16	509286	1067285	9
16	1067286	1103285	1
16	1103286	2975285	9
16	3029286	3605285	9
16	3695286	4253285	9
16	4505286	7007285	9
16	7007286	7061285	1
16	7061286	7349285	9
16	7349286	7583285	1
16	7583286	8573285	9
16	8699286	9005285	9
4	514344	3844343	3
4	3844344	3970343	1
4	3970344	8632343	3
4	8740344	9856343	3
12	511152	1357151	3
12	1447152	1609151	3
12	1933152	4687151	3
12	4723152	7927151	3
12	7981152	8971151	3
12	9043152	10555151	3
12	10681152	12625151	3
5	517347	895346	7
5	1021347	1345346	7
5	1435347	2155346	7
5	2209347	2695346	7
5	2695347	2857346	5
5	2857347	3001346	7
5	3001347	3595346	5
5	3595347	3901346	10
5	3901347	3991346	5
5	4081347	4171346	10
5	4171347	4567346	7
5	4621347	5773346	7
5	5845347	7933346	7
5	7933347	8599346	6
5	8707347	8869346	6
5	8923347	9085346	6
5	9139347	9553346	6
5	9553347	13387346	7
13	540918	1494917	7
13	1494918	1620917	12
