20	73437	6163436	5
20	6163437	8683436	1
20	8963437	9243436	1
20	9243437	11623436	5
20	12673437	14213436	5
20	14213437	14423436	8
20	14423437	16453436	1
20	16453437	17153436	5
20	17153437	17433436	13
20	17433437	18413436	1
20	18413437	21983436	5
20	21983437	22473436	13
20	22473437	23173436	1
20	23173437	23733436	13
20	23733437	25413436	5
20	25413437	25763436	1
20	25763437	26603436	5
20	26603437	26813436	1
20	26813437	33673436	5
20	33673437	34653436	1
20	34653437	50753436	5
20	50893437	52363436	5
20	52363437	53343436	1
20	53343437	55303436	5
17	35734	1855733	5
17	1855734	2135733	3
17	2135734	8575733	5
17	8575734	8645733	10
17	8645734	8715733	8
17	8715734	19145733	5
17	19145734	24395733	10
17	24395734	24745733	8
17	24745734	24955733	5
17	24955734	25305733	8
17	25305734	25655733	5
17	25655734	26425733	10
17	26425734	26705733	5
17	26705734	27615733	8
17	27755734	28315733	8
17	28315734	32025733	5
17	32025734	32515733	10
17	32515734	39235733	5
17	39235734	39445733	10
17	39585734	42385733	5
17	42385734	42595733	10
17	42595734	43365733	5
17	43365734	43645733	13
17	43645734	43785733	10
17	43785734	47005733	5
17	47425734	53935733	5
16	56225	1666224	8
16	1666225	1876224	5
16	2016225	2506224	10
16	2506225	3486224	5
16	3486225	3556224	8
16	3556225	4326224	5
16	4326225	4536224	8
16	4536225	4746224	5
16	4746225	5726224	8
16	5726225	6006224	5
16	6006225	6286224	9
16	6286225	6636224	5
16	6636225	8596224	8
16	8596225	8876224	5
16	8876225	12376224	8
16	12376225	12586224	9
16	12586225	15246224	8
16	15246225	15316224	4
16	15316225	16366224	8
16	16576225	34426224	8
16	34426225	35336224	5
16	35336225	37436224	8
16	37856225	38696224	8
16	38696225	38766224	1
16	39116225	40236224	8
16	40236225	40516224	5
16	40516225	42406224	8
16	42406225	42896224	5
16	42896225	51156224	8
16	51506225	55286224	8
16	55286225	55776224	3
16	55776225	58786224	8
19	53332	3973331	8
19	3973332	4253331	1
19	4253332	5233331	8
19	5233332	5933331	4
19	5933332	6073331	13
19	6073332	6423331	4
19	6423332	6633331	8
19	6633332	7123331	9
19	7123332	13703331	8
19	13703332	14053331	3
19	14053332	16013331	8
19	16363332	17623331	8
19	17623332	17833331	1
19	17833332	18253331	4
19	18253332	23783331	8
19	23783332	23993331	1
19	23993332	29103331	8
19	29103332	29173331	2
19	29453332	33233331	8
19	33233332	33513331	1
19	33513332	37993331	8
19	38413332	45973331	8
19	46533332	47303331	12
19	47303332	50243331	8
9	38510	388509	2
9	388510	15018509	6
9	15368510	20338509	6
9	20828510	23348509	6
9	23348510	23488509	1
9	23488510	27478509	6
9	28108510	36368509	6
9	36648510	48128509	6
9	48268510	54638509	6
9	54638510	54848509	8
9	55058510	56248509	6
9	56248510	56598509	11
9	56598510	58208509	6
13	36073	8576072	10
13	8576073	8926072	13
13	8926073	11936072	10
13	11936073	14386072	13
13	14386073	14456072	3
13	14456073	15296072	13
13	15296073	16066072	5
13	16066073	21036072	10
13	21316073	26426072	10
13	26636073	31606072	10
13	31606073	33706072	5
13	33706073	34406072	10
13	34616073	36226072	10
13	36226073	38116072	5
13	38116073	42106072	10
13	42246073	44416072	10
13	44416073	45606072	5
13	45606073	46866072	8
13	46866073	47356072	10
13	47356073	47706072	5
13	47706073	51766072	10
13	51766073	52536072	7
13	52536073	53236072	10
13	53236073	53516072	11
13	53516073	54076072	10
12	45197	2355196	4
12	2355197	3475196	10
12	3475197	5435196	4
12	5435197	5785196	10
12	5785197	6275196	4
12	6275197	6555196	10
12	6555197	6765196	4
12	6765197	9985196	10
12	9985197	12365196	4
12	12365197	13555196	10
12	13765197	14115196	10
12	14115197	14185196	7
12	14185197	14745196	1
12	14745197	15305196	4
12	15305197	15445196	1
12	15445197	17265196	4
12	17265197	18525196	10
12	18525197	23705196	4
12	23705197	24195196	13
12	24195197	25385196	1
12	25385197	27835196	10
12	27835197	30705196	4
12	30705197	31125196	10
12	31335197	33365196	10
12	33365197	34205196	4
12	34695197	35255196	4
12	35255197	36375196	10
12	36375197	39385196	4
12	39805197	40715196	4
12	40995197	41625196	1
12	41835197	42815196	1
12	42815197	43305196	10
12	43305197	43655196	1
12	43655197	45895196	10
12	45895197	46315196	4
12	46315197	47085196	10
12	47365197	47855196	4
12	47855197	50655196	10
1	38846	3748845	6
1	3888846	5848845	6
1	6198846	6828845	6
1	6828846	9068845	4
1	9068846	9558845	13
1	9558846	9698845	11
1	9698846	10188845	6
1	10188846	10538845	5
1	10538846	11098845	4
1	11098846	14668845	13
1	14878846	21038845	13
1	21038846	21108845	3
1	21108846	26078845	13
1	26078846	26428845	3
1	26428846	29158845	6
1	29158846	29438845	1
1	29438846	30068845	6
1	30068846	30418845	10
1	30418846	30838845	2
1	30838846	31468845	10
1	31468846	32448845	6
1	32588846	34688845	6
1	34898846	37558845	13
1	37908846	39588845	13
1	39868846	42668845	13
1	42878846	43508845	3
1	43788846	45748845	13
1	45748846	46378845	4
1	46378846	48058845	6
1	48058846	50228845	10
1	50228846	51348845	13
1	51348846	52258845	10
1	52258846	52958845	4
1	52958846	53938845	13
1	53938846	54568845	10
1	54568846	55198845	4
1	55198846	55618845	10
1	55618846	56388845	4
1	56388846	56598845	11
1	56598846	57088845	4
1	57088846	57368845	11
1	57368846	58348845	4
1	58908846	59328845	7
1	59328846	59398845	4
1	59398846	59468845	2
1	59468846	60308845	4
3	43312	1373311	4
3	1583312	3543311	4
3	3753312	4663311	4
3	4803312	7323311	4
3	7883312	9073311	4
3	9073312	9423311	6
3	9633312	20273311	4
3	20273312	20413311	2
3	20413312	50443311	4
3	50443312	50793311	11
3	50793312	51423311	4
3	51913312	52683311	4
3	52823312	57163311	4
3	57303312	63183311	4
14	37701	597700	13
14	597701	1087700	11
14	1087701	1367700	13
14	1367701	3747700	11
14	3747701	6197700	13
14	6197701	13127700	11
14	13407701	14737700	11
14	14737701	15227700	13
14	15227701	15787700	11
14	16347701	16977700	11
14	17117701	17677700	11
14	17677701	17887700	9
14	17887701	18867700	11
14	18867701	19217700	13
14	19217701	20617700	11
14	20897701	21947700	11
14	21947701	22297700	13
14	22297701	23767700	11
14	23767701	23837700	13
14	23837701	29857700	11
14	29857701	29927700	7
14	29927701	30417700	11
14	30417701	31467700	13
14	31467701	36787700	11
14	36787701	37837700	13
14	37837701	38117700	12
14	38117701	39167700	11
14	39797701	40847700	11
14	41687701	43367700	11
14	43367701	43857700	13
14	44137701	44767700	13
14	44907701	45467700	13
14	45467701	45537700	11
14	45537701	46167700	13
14	46517701	47147700	13
14	47147701	47287700	7
14	47287701	47987700	11
14	47987701	48477700	13
14	48477701	48967700	11
14	48967701	50297700	13
14	50437701	51207700	13
14	51207701	52887700	11
14	52887701	53097700	13
14	53097701	53587700	11
14	53587701	53727700	13
15	38557	3958556	9
15	3958557	4168556	1
15	4168557	5218556	9
15	5218557	5288556	1
15	5288557	7668556	9
15	7808557	9908556	9
15	10048557	11028556	9
15	12008557	17468556	9
15	17748557	33428556	9
15	33428557	34198556	8
15	34198557	34828556	9
15	34828557	35668556	1
15	35668557	36718556	8
15	36718557	37348556	9
15	38258557	38468556	8
15	38468557	38608556	9
15	38608557	39098556	1
15	39098557	40078556	9
15	40078557	40358556	1
15	40358557	41478556	9
15	41478557	41618556	1
15	41618557	43648556	9
15	43648557	43718556	11
15	43718557	44768556	9
15	44768557	44838556	1
15	44838557	45748556	9
15	45748557	46098556	1
15	46098557	47428556	9
10	35042	455041	9
10	455042	12425041	3
10	12425042	12705041	13
10	12705042	13755041	3
10	13965042	21105041	3
10	21105042	22435041	11
10	22435042	23135041	13
10	23135042	23835041	9
10	24185042	25515041	9
10	25515042	25585041	10
10	25585042	27055041	9
10	27055042	27755041	11
10	27755042	28175041	9
10	28385042	41825041	9
10	41825042	46585041	3
21	41014	6341013	3
21	6341014	6411013	7
21	6411014	10821013	3
21	10961014	14741013	3
21	15231014	17191013	3
21	17471014	19991013	3
21	19991014	21321013	9
21	21321014	21531013	3
21	21531014	22581013	9
21	23561014	25521013	9
21	25521014	27411013	11
21	27551014	29441013	11
21	29441014	30351013	9
21	30351014	37771013	11
21	37771014	39451013	9
21	39451014	44491013	11
5	69081	2029080	3
5	2029081	2379080	9
5	2379081	2729080	3
5	2729081	4409080	9
5	4409081	4619080	1
5	4619081	11339080	3
5	12109081	18899080	3
5	19249081	23239080	3
5	23239081	25479080	11
5	25479081	26039080	9
5	26039081	31499080	3
5	31499081	33039080	9
5	33039081	37169080	3
5	37169081	38149080	11
5	38149081	38709080	9
5	38709081	39199080	11
5	39199081	39829080	9
5	39829081	40319080	13
5	40319081	43469080	3
5	43469081	44239080	9
5	44239081	49069080	3
5	49489081	51099080	3
5	51239081	53829080	3
5	54459081	57399080	3
5	57399081	58029080	9
5	58029081	58869080	3
5	58869081	61599080	9
5	62019081	62649080	9
5	62649081	63279080	3
5	63279081	63979080	13
5	63979081	64049080	3
5	64049081	66499080	9
5	66499081	69789080	3
5	69789081	69999080	11
5	69999081	70559080	3
5	70559081	70909080	9
5	70909081	71049080	1
5	71049081	71399080	11
5	71399081	71539080	13
5	71539081	73779080	3
5	74059081	75599080	3
8	41092	5711091	3
8	5711092	6201091	9
8	6201092	7391091	3
8	7391092	11171091	2
8	11171092	11451091	3
8	11451092	11941091	2
8	11941092	13481091	3
8	13481092	13691091	4
8	13691092	14111091	1
8	14111092	14391091	13
8	14391092	14811091	2
8	14811092	17261091	1
8	17261092	17961091	3
8	17961092	18101091	2
8	18101092	21601091	1
8	21601092	29791091	2
8	29791092	34621091	3
8	34901092	37841091	3
8	37841092	38751091	2
8	38751092	40011091	3
8	41271092	48201091	3
8	48201092	51701091	2
8	51701092	55131091	3
8	55131092	56181091	2
7	275958	555957	10
7	555958	1395957	13
7	1395958	1955957	7
7	2445958	3075957	1
7	3845958	4825957	1
7	5945958	6085957	8
7	6085958	6715957	1
7	6995958	7485957	1
7	7485958	7625957	13
7	7625958	8115957	11
7	8115958	8815957	13
7	8815958	9305957	1
7	9305958	9725957	3
